name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
Mont Pellard : Couloir SW,Grandes-Rousses,45.1665,6.3364,1300,SO,S4,https://www.camptocamp.org/routes/1066646
Monte Creusa : diretta pendio sud quota 2384,Mercantour,44.1682,7.5145,1050,S,S4,https://www.camptocamp.org/routes/1065392
Bec Baral : Da Limonetto,Mercantour,44.1819,7.5312,850,SE,S3,https://www.camptocamp.org/routes/1064311
Rocher d'Arguille : Versant SE,Belledonne,45.2769,6.1293,1817,SE,S5,https://www.camptocamp.org/routes/1057805
Dôme de Polset : Face SW en boucle depuis Val Thorens,Vanoise,45.2803,6.6126,1300,E,S4,https://www.camptocamp.org/routes/1016593
Roche du Vallon : depuis les Hières,Grandes-Rousses,45.0791,6.3329,1030,S,S3,https://www.camptocamp.org/routes/1012315
Col Supérieur des Essettes : Traversée Saleina → A Neuve par les 3 cols,Mont-Blanc,45.9594,7.0707,700,NO,S4,https://www.camptocamp.org/routes/1012066
Mont Blanc : Face SW de l'Arête des Bosses,Mont-Blanc,45.8334,6.8424,1750,SO,S5,https://www.camptocamp.org/routes/1004129
Aiguille des Grands Montets : Par le glacier des Rognons ,Mont-Blanc,45.9497,6.964,2000,NE,S3,https://www.camptocamp.org/routes/1381157
Pellafol - les payas : Canal de Pellafol,Devoluy,44.7978,5.9066,200,E,S1,https://www.camptocamp.org/routes/1380622
Casse Massion par Les Karellis,Grandes-Rousses,45.22,6.3795,833,E,S3,https://www.camptocamp.org/routes/1379312
Tête du Claus : Tour horaire,Mercantour,44.1823,7.1946,1300,E,S3,https://www.camptocamp.org/routes/1097953
Passo Tesina : Traversée Isola <> San Bernolfo,Mercantour,44.2346,7.0913,1000,E,S2,https://www.camptocamp.org/routes/1378263
Le Catogne - Le Bonhomme : Couloir de Frachay,Mont-Blanc,46.0437,7.1168,1000,SO,S4,https://www.camptocamp.org/routes/1377056
Sommet de Tourte Barreaux : par le pas de Chabrinel (et le Pison en été) depuis le vallon de Meyrosse / Romeyer,Vercors,44.817,5.493,1116,N,S2,https://www.camptocamp.org/routes/1375945
Croix de Cassini : Combe SE de la Grande Roche,Grandes-Rousses,45.073,6.1344,1080,S,S4,https://www.camptocamp.org/routes/1374468
Cime de Pal : en aller-retour depuis Estenc,Mercantour,44.2206,6.7953,1040,O,S3,https://www.camptocamp.org/routes/727593
Pointe du Van : Le Creux du Van,Mont-Blanc,46.0403,6.9763,1000,E,S3,https://www.camptocamp.org/routes/1373729
Cima Ostanetta : Da Ciampagna,Queyras,44.7287,7.2001,1050,S,S2,https://www.camptocamp.org/routes/1491627
Aiguilles d'Arpette - Pointe 2881 m : Arête E et couloir NE ,Mont-Blanc,46.0096,7.0721,900,NE,S4,https://www.camptocamp.org/routes/1488193
Glacier de la Brenva : Via le Col Oriental de la Tour Ronde,Mont-Blanc,45.8202,6.9133,500,S,S3,https://www.camptocamp.org/routes/1430608
Pointe de la Sana : Tour Sana - Femma - Méan Martin depuis Val d'Isère,Vanoise,45.3851,6.9176,2550,E,S3,https://www.camptocamp.org/routes/1418235
Pointe de Boccor / Bécor : Face NW,Chablais,46.2146,6.8109,970,E,S5,https://www.camptocamp.org/routes/1313153
Pointe de la Masse : Depuis les Ménuires par Vallon et Roche noire,Vanoise,45.2974,6.5081,1120,E,S3,https://www.camptocamp.org/routes/1312028
Col du Borgne : Traversée S-N en boucle depuis Méribel,Vanoise,45.3087,6.6127,1400,E,S2,https://www.camptocamp.org/routes/1310490
Pelvo : Dalla valle Argentera con discesa dal canale Morandini,Queyras,44.8812,6.8939,1450,N,S5,https://www.camptocamp.org/routes/1310489
Pointe de Pelluaz : Depuis Bernex : boucle Mt Baron - Pelluaz - lac de la Case,Chablais,46.3562,6.688,1190,E,S3,https://www.camptocamp.org/routes/1309005
Grande Epervière : versant NW,Queyras,44.447,6.6321,1500,NO,S2,https://www.camptocamp.org/routes/1306253
Le Pissoir : Couloir N du col du Pissoir,Mont-Blanc,46.0006,7.0124,2000,N,S4,https://www.camptocamp.org/routes/1302753
Les Rognes :  Couloir NW ,Mont-Blanc,45.8634,6.8051,1525,NO,S3,https://www.camptocamp.org/routes/1302446
Roche Nue : Couloir E,Vanoise,45.3314,6.6787,1550,E,S4,https://www.camptocamp.org/routes/1299117
Punta Rumella : Per la Meidija e la parete N ,Queyras,44.7321,7.2031,900,N,S5,https://www.camptocamp.org/routes/1299113
Collet de la Fourche :  Combe N par le camp des Rochilles,Thabor,45.0782,6.4697,1010,NO,S2,https://www.camptocamp.org/routes/1395336
Tête du Linga : Versant E,Chablais,46.2297,6.8211,820,E,S5,https://www.camptocamp.org/routes/1389863
Tour des Aiguilles d'Arves : Sens horaire à ski,Grandes-Rousses,45.1272,6.3366,2200,N,S2,https://www.camptocamp.org/routes/1384319
Crête des Blattes : Couloir ENE,Chablais,46.2729,6.7949,1076,NE,S5,https://www.camptocamp.org/routes/1383358
Petite Pointe des Planereuses : Couloir NE,Mont-Blanc,45.9757,7.0831,1800,N,S5,https://www.camptocamp.org/routes/1001388
Monte Peigrò - ant. 2662 : Da Giordano per il vallone del Giulian ed il pendio NO,Queyras,44.8458,7.0729,1180,NO,S3,https://www.camptocamp.org/routes/1001034
Roche Chevrière : Face SW,Vanoise,45.2849,6.7128,930,E,S2,https://www.camptocamp.org/routes/1000819
Rocher de la Sauma : Couloir SW,Thabor,45.0625,6.4837,1100,SO,S5,https://www.camptocamp.org/routes/998910
Dôme de Pramecou : Versant W,Vanoise,45.4343,6.8789,1200,O,S3,https://www.camptocamp.org/routes/998776
Face NE de Tardevant : Terre de vent,Aravis,45.9267,6.5258,950,N,S3,https://www.camptocamp.org/routes/996033
Grande Chible : Rampe NE,Grandes-Rousses,45.1912,6.3879,1311,NE,S4,https://www.camptocamp.org/routes/994617
Mont Pourri : Face S,Vanoise,45.5261,6.8254,2300,E,S3,https://www.camptocamp.org/routes/993593
Roche Colombe : Couloir S - depuis le Pont de l'Alpe,Thabor,45.0391,6.461,1122,S,S4,https://www.camptocamp.org/routes/990045
Pic de l'Agnelin : Face W,Belledonne,45.2266,6.1002,1560,O,S5,https://www.camptocamp.org/routes/986485
Chambairy / Hautagrive : Face N directe (couloir de l'Arche),Chablais,46.3389,6.8169,1200,N,S5,https://www.camptocamp.org/routes/986258
Tête de la Gipière : Face W par le Col de la Cayolle depuis Bayasse,Mercantour,44.264,6.7498,740,O,S2,https://www.camptocamp.org/routes/1090725
Punta Rasciassa / Testa Rossa : Dalle Meire Bigorie con discesa dalla parete Est,Queyras,44.6289,7.1541,1250,E,S5,https://www.camptocamp.org/routes/1090395
Refuge de Leschaux : Par les glaciers de la Mer de Glace et de Leschaux,Mont-Blanc,45.8949,6.981,750,N,S3,https://www.camptocamp.org/routes/1811790
Couloir N du col E de la Paré de Joux,Aravis,45.9179,6.5083,1000,NO,S4,https://www.camptocamp.org/routes/1088660
Rocher de la Salla : Couloir du Tchadar,Aravis,45.9268,6.5134,900,NO,S4,https://www.camptocamp.org/routes/1088650
Tête de Paccaly : De Fond en Combe,Aravis,45.9266,6.5135,1600,NO,S3,https://www.camptocamp.org/routes/1088206
Col des Fontaines : Combe S de Verdane,Belledonne,45.3154,6.172,1350,S,S3,https://www.camptocamp.org/routes/1087720
Tête Noire (Cerces) : Couloir NW du Sommet W,Thabor,44.9966,6.5365,1400,NO,S5,https://www.camptocamp.org/routes/1087404
Grand Eulier : Couloir et face SE,Belledonne,45.1373,5.9057,850,SE,S4,https://www.camptocamp.org/routes/1086709
"Tête de la Cavale de l'Obiou : Face ENE, l'Arche de la Cavale, par la combe de la Fuvelle",Devoluy,44.7675,5.8284,1647,E,S4,https://www.camptocamp.org/routes/1086101
Tête de Praorzel : Face E,Vercors,44.7779,5.5819,430,E,S3,https://www.camptocamp.org/routes/1084261
Briccas / Trucchet : Da Parco Montano di Rorà per Colle delle Porte e discesa Cresta del Camoscio,Queyras,44.7278,7.1799,1300,NO,S4,https://www.camptocamp.org/routes/1297217
Le Buclon : Couloir caché NE,Aravis,45.9864,6.4458,700,NE,S5,https://www.camptocamp.org/routes/1287284
Rocca Blanca : Tour anti-horaire depuis St Ours,Queyras,44.4989,6.8642,1410,E,S2,https://www.camptocamp.org/routes/1286879
Pic de Panestrel : Couloir E,Queyras,44.591,6.7959,1260,E,S5,https://www.camptocamp.org/routes/1285550
Pointe des Cirques : Couloir N,Queyras,44.5473,6.8659,1334,N,S4,https://www.camptocamp.org/routes/1285311
"Collette de Gilly : Traversée S-N, montée par la forêt.",Queyras,44.7963,6.96,850,E,S2,https://www.camptocamp.org/routes/1285268
Le Petit Ferrant : Couloir NE,Queyras,44.4615,6.4641,900,NE,S5,https://www.camptocamp.org/routes/1284534
Roche Rousse - Sommet S : Couloir E du Catex,Vercors,44.8965,5.5235,820,E,S5,https://www.camptocamp.org/routes/1284039
Pic Bunard : Face SW,Belledonne,45.2145,6.0823,1320,SO,S5,https://www.camptocamp.org/routes/1283758
Dômes de Miage par le couloir WSW de l'Aiguille de la Bérangère,Mont-Blanc,45.8054,6.7699,2400,SO,S4,https://www.camptocamp.org/routes/1283431
Pic de Jallouvre : Arête intégrale du gypaète poilu,Aravis,45.9962,6.4534,1100,SE,S5,https://www.camptocamp.org/routes/1283343
Pointe de Chaurionde : Arête N,Bauges,45.6869,6.2602,1080,N,S2,https://www.camptocamp.org/routes/1372639
Grand Rocher : versant E - depuis le Haut Bréda,Belledonne,45.3035,6.05,1050,E,S3,https://www.camptocamp.org/routes/1371666
Pointe du Mont : Depuis le Biot,Chablais,46.2647,6.6366,800,SO,S3,https://www.camptocamp.org/routes/1371289
Truc Bianco : Da Pian Regina per Sea delle Tampe e canale Nord,Queyras,44.6757,7.1191,1100,N,S3,https://www.camptocamp.org/routes/1370286
Roc des 3 marches depuis Mottaret,Vanoise,45.3674,6.5846,1015,E,S2,https://www.camptocamp.org/routes/1364899
Tête du Jas des Arres : Versant E,Devoluy,44.6663,5.8276,530,E,S2,https://www.camptocamp.org/routes/1351846
Le Pissoir : Le Couloir Caché Pointe 2974,Mont-Blanc,46.0006,7.0124,2200,NE,S4,https://www.camptocamp.org/routes/1324144
Col du Pissoir : Face N des Petoudes,Mont-Blanc,46.0046,7.0158,1720,N,S5,https://www.camptocamp.org/routes/1316558
Aiguille de Chambeyron : Couloir Gastaldi intégral,Queyras,44.5475,6.8562,1600,S,S5,https://www.camptocamp.org/routes/1315431
Punta Serpentiera : Dalla Valle Argentera alla quota 3161 per il Vallone Platte,Queyras,44.875,6.9096,1350,E,S4,https://www.camptocamp.org/routes/1313425
Le Grand Coin : Versant N par le chalet du Suiffet depuis la bergerie de la Ramasse,Thabor,45.2677,6.8973,830,NE,S3,https://www.camptocamp.org/routes/1313343
Pointe du Sifflet : versant SE depuis le Rivier d'Allemont,Belledonne,45.2133,6.0178,1020,SE,S3,https://www.camptocamp.org/routes/1082608
Pointe de Cugne : Par le col des Randouillards,Thabor,45.2686,6.8718,1600,NE,S3,https://www.camptocamp.org/routes/1082218
Pointe W de Darbon : rampe SE,Chablais,46.3414,6.7412,1170,SE,S3,https://www.camptocamp.org/routes/1081233
Le Belvédère (La Clusaz) : Versant N,Aravis,45.8709,6.4391,700,NO,S2,https://www.camptocamp.org/routes/1081005
Pointe d'Ireuse: couloir de l'Echelle,Chablais,46.2675,6.5748,800,N,S5,https://www.camptocamp.org/routes/1080753
Aiguille de Montaubert : Facette NE,Aravis,45.8236,6.3086,1037,NE,S4,https://www.camptocamp.org/routes/1079567
Aiguille de Borderan : Combe de Borderan,Aravis,45.8862,6.4773,1050,O,S2,https://www.camptocamp.org/routes/1078516
Pointe de Terre Rouge : Depuis le refuge de Terre Rouge > Col des Marches > Valmeinier,Thabor,45.1488,6.5619,1500,E,S3,https://www.camptocamp.org/routes/1072937
Crépon de Montoulivert : Face NW,Aravis,45.9961,6.3596,1100,NO,S4,https://www.camptocamp.org/routes/1072623
Pointe des Sagnes Longues : Versant S via la Chapelle de Clausis,Queyras,44.6826,6.9336,1030,S,S3,https://www.camptocamp.org/routes/1070880
Costa Glantin : Pendio Sud diretto,Queyras,45.0463,7.1553,1000,S,S5,https://www.camptocamp.org/routes/1070711
Grande Chalanche : Ravin de la ruine,Thabor,45.0273,6.6228,1000,S,S3,https://www.camptocamp.org/routes/1177181
Rocher de la Grande Tempête : Tour antihoraire,Thabor,45.0805,6.5586,1650,E,S3,https://www.camptocamp.org/routes/1173921
Col de l'Etroit du Vallon : Couloir W,Thabor,45.049,6.6063,1020,O,S3,https://www.camptocamp.org/routes/1172788
Pas de Chalanche Ronde : Versant NW,Thabor,45.0058,6.7373,1300,NO,S2,https://www.camptocamp.org/routes/1172444
Pointe du Demi : Versant SW,Thabor,45.004,6.5049,1327,SO,S3,https://www.camptocamp.org/routes/1172010
Mont Tondu - Pain de Sucre : Couloir SW,Beaufortain,45.7636,6.7516,2000,SO,S5,https://www.camptocamp.org/routes/1170538
La Patenaille : Couloir E en boucle,Chablais,46.178,6.8068,920,E,S4,https://www.camptocamp.org/routes/1161797
Boucle des 4 cols : Col Rouge → Col de Chanrouge → Col du Râteau → Col du Mône,Vanoise,45.3366,6.665,1810,N,S3,https://www.camptocamp.org/routes/1158127
"Tête des Toillies : Tour par les cols du Longet, Blanchet et de la Noire",Queyras,44.6548,6.9481,1900,N,S2,https://www.camptocamp.org/routes/1140027
Pointe d'Emy : Couloir Myosotis (W),Grandes-Rousses,45.1958,6.366,1100,NO,S5,https://www.camptocamp.org/routes/1115722
Aiguille d'Olle : Couloir SE,Belledonne,45.2441,6.1405,960,S,S5,https://www.camptocamp.org/routes/1114597
Le Toit : Couloir E en SY mineur,Belledonne,45.2318,6.0989,1000,E,S5,https://www.camptocamp.org/routes/1114267
"Col du Couvercle : Boucle par le passage de la Charmette, le mont des Acrays.",Beaufortain,45.6759,6.5783,1100,O,S3,https://www.camptocamp.org/routes/1273298
"TS du Grizzly, Pt 2287m : par les Verdaches, depuis Plan Peisey",Vanoise,45.5466,6.7888,660,N,S2,https://www.camptocamp.org/routes/1272716
Mont Lachat : Par le Planet descente versant NE,Mont-Blanc,45.8703,6.7961,1150,N,S3,https://www.camptocamp.org/routes/1270207
Aiguille de Braitaz : Le couloir des Pins,Chablais,46.3124,6.8273,715,N,S5,https://www.camptocamp.org/routes/1267731
Le Jocou : versant W,Vercors,44.7195,5.6415,451,S,S2,https://www.camptocamp.org/routes/1249823
"Mont Barral : Arête S, par la Crête de Jiboui",Vercors,44.7479,5.6176,503,O,S2,https://www.camptocamp.org/routes/1249802
Col de Chironne : Depuis le col de Vassieux,Vercors,44.8321,5.3705,100,N,S3,https://www.camptocamp.org/routes/1211409
But Saint-Genix : versant N depuis le Pas Bouillanain,Vercors,44.8303,5.3314,220,N,S2,https://www.camptocamp.org/routes/1211224
Col de Pendet : Versant NW,Belledonne,45.2715,6.0554,1175,N,S3,https://www.camptocamp.org/routes/1298956
Les Grandes Buffes : Couloir NW,Grandes-Rousses,45.0714,6.1141,515,NO,S4,https://www.camptocamp.org/routes/1297253
Pointe du Dzonfié : Couloir W,Beaufortain,45.5836,6.5697,1050,O,S4,https://www.camptocamp.org/routes/1097200
Pointe de l'Aliet : Couloir E,Vanoise,45.4971,6.8179,2000,E,S5,https://www.camptocamp.org/routes/1096297
Tête du Géant : Couloir E,Chablais,46.229,6.8384,900,E,S5,https://www.camptocamp.org/routes/1094859
Crête des Muandes : Traversée N > S,Thabor,45.0814,6.5354,750,NO,S3,https://www.camptocamp.org/routes/1092703
Aiguille des Glaciers : Couloir E en boucle par le versant SW,Mont-Blanc,45.7786,6.8103,2050,E,S5,https://www.camptocamp.org/routes/1210641
Grande Casse : Face N de l'épaule E,Vanoise,45.4051,6.8275,1460,N,S5,https://www.camptocamp.org/routes/1207213
Signal des Valloires : Versant NE,Belledonne,45.2982,6.1161,1348,E,S3,https://www.camptocamp.org/routes/1200791
Pic des Veyres : la pente à Georges,Queyras,44.6189,6.7792,1500,N,S5,https://www.camptocamp.org/routes/1753239
Pic du Frêne : Face E par le Col de la Vallette,Belledonne,45.3524,6.198,1700,E,S2,https://www.camptocamp.org/routes/1297123
Crête de Lacha : Couloir S en boucle,Thabor,45.0948,6.4597,1100,S,S4,https://www.camptocamp.org/routes/1194456
Couloir NE de la pointe des Cerces,Thabor,45.0707,6.4962,800,NE,S4,https://www.camptocamp.org/routes/1193048
Crête de la Ponsonnière E : Traversée Ricou - Drayères par le col du Chardonnet et les crêtes de la Ponsonnière,Thabor,45.0281,6.4948,1700,E,S3,https://www.camptocamp.org/routes/1192923
Couloir de l'Herpie,Grandes-Rousses,45.0958,6.1228,400,SO,S3,https://www.camptocamp.org/routes/1192260
Rochers Motas : La Goulotte ,Grandes-Rousses,45.1913,6.0902,1070,N,S3,https://www.camptocamp.org/routes/1296602
Pitre de l'Aigle : Da Villardamond per il Vallone ed il Colle della Vachera,Queyras,44.9939,6.8916,800,E,S2,https://www.camptocamp.org/routes/1748311
Cime de la Lombarde : Couloir N,Mercantour,44.2081,7.1632,1000,NO,S4,https://www.camptocamp.org/routes/1747701
Roc de la Charbonnière : Tour de la Pierra menta par le passeur de la Mintaz et le couloir E ,Beaufortain,45.5916,6.6709,1650,S,S4,https://www.camptocamp.org/routes/1745107
Tête de Baume Noire : Face N/NE par les Z,Devoluy,44.6402,5.9145,980,N,S5,https://www.camptocamp.org/routes/1745079
Pointe de la Porte d'Église : Couloir N occidental,Belledonne,45.2997,6.1328,1700,N,S4,https://www.camptocamp.org/routes/1743715
Montagne de Barges : Face NW du Point 2273m,Devoluy,44.6341,5.951,921,NO,S4,https://www.camptocamp.org/routes/1743308
Col du Brouillard : Couloir SW,Mont-Blanc,45.7974,6.8542,1400,SO,S4,https://www.camptocamp.org/routes/1743153
Pic de Bure : Face N/NE de Tête Noire,Devoluy,44.6269,5.9349,1030,N,S5,https://www.camptocamp.org/routes/1742689
Petit Rochebrune : Couloir NE,Queyras,44.8253,6.8467,1050,NE,S5,https://www.camptocamp.org/routes/1740303
La Pyramide : Couloir S,Belledonne,45.2359,6.1045,1103,S,S5,https://www.camptocamp.org/routes/638242
Col des Plines / Col Droit : Traversée Envers des Dorées - Le Tour,Mont-Blanc,45.9881,7.0243,393,E,S3,https://www.camptocamp.org/routes/632664
Pointe de Chésery : Face E,Chablais,46.2105,6.7984,950,E,S4,https://www.camptocamp.org/routes/701006
"Le Châtel ou Bonnet de Calvin : depuis Cordéac, par le col de la Brèche et l'arête sud",Devoluy,44.8109,5.8153,994,E,S4,https://www.camptocamp.org/routes/669350
Refuge du Plan des Gouilles : depuis Champagny le Haut,Vanoise,45.4595,6.7445,880,N,S3,https://www.camptocamp.org/routes/1795394
Col Infranchissable : Versant E,Mont-Blanc,45.8124,6.8084,1619,E,S5,https://www.camptocamp.org/routes/1833362
Croix de l'Alpe : Depuis la Rente par le col Bas,Mercantour,44.3654,6.7397,950,O,S3,https://www.camptocamp.org/routes/1832564
Pointe Croux : Voie Charlet - Devouassoux ,Mont-Blanc,45.9353,6.9569,2150,N,S3,https://www.camptocamp.org/routes/1820557
Le Petit Replomb : Versant E,Belledonne,45.2,5.9816,1300,NE,S3,https://www.camptocamp.org/routes/1853409
Pied Gros de Saint-Etienne : Face ESE suspendue,Devoluy,44.6465,5.9098,960,E,S5,https://www.camptocamp.org/routes/1749941
Tardevant : Voie Stéphane Brosse,Aravis,45.9302,6.5251,1100,NE,S3,https://www.camptocamp.org/routes/1750409
La Grande Roche Blanche : depuis Val Pelouse,Belledonne,45.4124,6.2117,1800,E,S3,https://www.camptocamp.org/routes/1750633
Pic de la Grande Valloire : Face W,Belledonne,45.2816,6.1288,1884,O,S3,https://www.camptocamp.org/routes/1833374
Grande Moucherolle : Traversée E>W,Vercors,45.0049,5.5641,1050,E,S5,https://www.camptocamp.org/routes/620321
Brèche Portetta : en boucle par le col du Biol,Vanoise,45.3794,6.6914,1345,NE,S5,https://www.camptocamp.org/routes/1296214
"Cimes du Grand Sauvage : Couloir S ""en baïonnette"" du Sommet 3049 m",Grandes-Rousses,45.1271,6.1653,1640,S,S3,https://www.camptocamp.org/routes/729513
Tête de Chau : Face E/NE,Devoluy,44.6353,5.9283,1031,E,S5,https://www.camptocamp.org/routes/1753310
Le Catogne : Couloir SW 'Directissime',Mont-Blanc,46.047,7.1007,1310,SO,S5,https://www.camptocamp.org/routes/1725323
Pointe du Dard : voie normale par le Col de la Vanoise,Vanoise,45.364,6.7658,1600,N,S2,https://www.camptocamp.org/routes/1723984
Roche Rousse - Sommet N : Couloir méridional E,Vercors,44.9033,5.5208,810,E,S5,https://www.camptocamp.org/routes/1718579
Bec de la Scia par les pistes de Saint Pierre de Chartreuse,Chartreuse,45.3488,5.8507,883,N,S3,https://www.camptocamp.org/routes/1716903
Tête des Follys : Traversée Follys Jottis depuis Mégevette,Chablais,46.1967,6.545,1000,E,S2,https://www.camptocamp.org/routes/715000
Grande Roche de Thiervoz : Couloir N,Belledonne,45.2871,6.1076,1370,N,S5,https://www.camptocamp.org/routes/713990
Les Aiguillettes de Vaujany : Couloirs S,Grandes-Rousses,45.1759,6.11,1200,S,S5,https://www.camptocamp.org/routes/723161
Pointe du Col : depuis Granier via La Pesée,Beaufortain,45.5712,6.6447,1000,NE,S2,https://www.camptocamp.org/routes/1294965
Grand Colon : Versant W par les Entonnoirs,Belledonne,45.1636,5.917,1265,O,S4,https://www.camptocamp.org/routes/736262
Mont Lachat : Par   Bellevue,Mont-Blanc,45.8711,6.7904,1125,SO,S3,https://www.camptocamp.org/routes/730620
Col des Courtes : Couloir NE,Mont-Blanc,45.9213,7.017,870,NE,S3,https://www.camptocamp.org/routes/751236
Aiguille Verte : Couloir Cordier,Mont-Blanc,45.9416,6.9716,1470,N,S3,https://www.camptocamp.org/routes/747385
Le Christomet : Versant NE par les pistes,Aravis,45.8666,6.5775,473,NE,S2,https://www.camptocamp.org/routes/838567
Pointe Ronde : Crête NE : La Veudale,Mont-Blanc,46.0526,7.0248,1465,N,S5,https://www.camptocamp.org/routes/838296
Tête du Parmelan : Brèche du 51,Aravis,45.9292,6.2513,900,SO,S4,https://www.camptocamp.org/routes/1294149
Pic Bunard : Face W Suspendue,Belledonne,45.2153,6.0806,1300,O,S4,https://www.camptocamp.org/routes/836267
Cima di Collalunga : per il vallone della Seccia,Mercantour,44.2421,7.0583,1478,NE,S2,https://www.camptocamp.org/routes/836217
Pic de Château Renard : Couloir N du Point 2930 m,Queyras,44.6987,6.9063,910,N,S4,https://www.camptocamp.org/routes/834951
Pic des Chalanches (Furfande) : Tour horaire,Queyras,44.7417,6.7089,1800,E,S4,https://www.camptocamp.org/routes/834582
Tête de la Cassille : Couloir W,Thabor,45.0434,6.4963,1360,O,S5,https://www.camptocamp.org/routes/832205
Roche des Marches : Versant W,Thabor,45.1628,6.5181,1070,O,S2,https://www.camptocamp.org/routes/831702
Punta Seras quota 2988,Queyras,44.6462,7.0009,1150,N,S4,https://www.camptocamp.org/routes/830060
Viso Mozzo : Canale N di Rocca Trune',Queyras,44.6749,7.1097,1350,N,S5,https://www.camptocamp.org/routes/829328
Cima Maciarone : Da Parco Montano Rorà da Pian Frollero per il pendio NE,Queyras,44.7487,7.1505,1250,N,S3,https://www.camptocamp.org/routes/1292496
La Petite Tête Noire : Depuis le refuge de la Blanche,Queyras,44.652,6.9402,540,N,S2,https://www.camptocamp.org/routes/1753081
Aiguille de Tricot : Face S,Mont-Blanc,45.8369,6.8078,2575,S,S5,https://www.camptocamp.org/routes/1833343
Aiguille de Bionnassay : Face NW - Diagonale du Goofy ,Mont-Blanc,45.8379,6.8193,2640,N,S3,https://www.camptocamp.org/routes/1833106
Aiguille de Leschaux : Voie historique 1927,Mont-Blanc,45.8877,7.0048,1800,O,S3,https://www.camptocamp.org/routes/1832782
Aiguille de Pierre Joseph : Pointe supérieure - Couloir N,Mont-Blanc,45.9012,6.9959,1672,N,S3,https://www.camptocamp.org/routes/1832700
Pointe S de Bézin : Depuis le Pont de la Neige,Vanoise,45.3812,7.0077,616,N,S2,https://www.camptocamp.org/routes/1788895
Ouille de la Jave : Face NW,Vanoise,45.3984,7.0283,339,NO,S3,https://www.camptocamp.org/routes/1788417
Mont Blanc : Voie de la Sentinelle Rouge ,Mont-Blanc,45.8314,6.8787,1800,SE,S3,https://www.camptocamp.org/routes/1772143
"Pic N de la Font Sancte : Épaule E, couloir NE du bloc coincé",Queyras,44.6045,6.7997,1384,NE,S4,https://www.camptocamp.org/routes/1769564
Pointe E d'Arpire : Couloir NW,Beaufortain,45.6816,6.6863,1200,N,S5,https://www.camptocamp.org/routes/1769404
Aiguille du Grand Fond : Couloir NE,Beaufortain,45.6666,6.671,1300,E,S5,https://www.camptocamp.org/routes/1769401
"Pic N de la Font Sancte : point 3292, Euphorie Ephémère",Queyras,44.6045,6.7997,1600,N,S3,https://www.camptocamp.org/routes/1767998
Tour du Bric de Rubren de Saint-Véran.,Queyras,44.6194,6.9497,2075,E,S2,https://www.camptocamp.org/routes/682685
Pointe Feuillette : via le Rognon,Devoluy,44.7145,5.7183,1850,S,S3,https://www.camptocamp.org/routes/681295
Le Saint Eynard : Depuis le col de Vence,Chartreuse,45.2342,5.7561,550,O,S3,https://www.camptocamp.org/routes/677737
Col de la Croix des Frêtes : Tour de l'Aiguille Noire,Vanoise,45.4549,6.8453,800,NE,S2,https://www.camptocamp.org/routes/673509
Sommet de la Querlaye : Versant NNW - Forêt de Marassan,Queyras,44.7782,6.916,1350,N,S3,https://www.camptocamp.org/routes/669640
Monts Jovet : Couloir N de la Pointe N (2468 m),Mont-Blanc,45.772,6.738,1278,N,S4,https://www.camptocamp.org/routes/653948
Pointe du Malpasset : Couloir NW,Devoluy,44.7724,5.8342,1400,E,S4,https://www.camptocamp.org/routes/639172
Aiguilles de la Pennaz : Variante du couloir NE,Beaufortain,45.7448,6.6987,1110,NE,S5,https://www.camptocamp.org/routes/703477
Petit Galibier : Versant S,Grandes-Rousses,45.0532,6.4133,750,S,S3,https://www.camptocamp.org/routes/726397
Les Raies des Follys : Face N,Chablais,46.2118,6.6169,900,N,S4,https://www.camptocamp.org/routes/725188
Têtes de Tré la Tête : Variante du Couloir NW >> Grande Roche de Tré la Tête,Mont-Blanc,45.798,6.7652,1500,NO,S3,https://www.camptocamp.org/routes/724174
"Traversée des arêtes du Dou de Moûtiers, Mont Jovet, Roc du Bécoin, Roc des Verdons",Vanoise,45.493,6.663,1500,E,S2,https://www.camptocamp.org/routes/723731
Crête du lac Noir : col NW,Belledonne,45.2919,6.1377,1800,NO,S3,https://www.camptocamp.org/routes/729588
Fort de l'Infernet : face NNE,Queyras,44.8961,6.687,1007,N,S3,https://www.camptocamp.org/routes/728314
Tête de la Lauze : par le Vallon des Vaches,Queyras,44.4388,6.8335,650,E,S2,https://www.camptocamp.org/routes/728290
Bric La Plata : da Croesio,Queyras,44.6238,7.2638,1100,N,S2,https://www.camptocamp.org/routes/727846
Refuge de Lognan : Depuis Argentière,Mont-Blanc,45.9843,6.9293,827,E,S1,https://www.camptocamp.org/routes/1721346
Pointe de l'Aup du Pont : Brèche Villonet / L'Aup du Pont,Belledonne,45.3172,6.1856,1700,N,S4,https://www.camptocamp.org/routes/1720740
Col du Chardonnet N : Du refuge du Chardonnet,Thabor,45.0311,6.505,500,NE,S3,https://www.camptocamp.org/routes/1719347
Pointe de Combe Bénite : Couloir NE,Beaufortain,45.5946,6.6153,1250,NE,S4,https://www.camptocamp.org/routes/1718935
Col des Désertes : versant W depuis Plampinet,Thabor,45.0014,6.742,1070,NO,S3,https://www.camptocamp.org/routes/727584
Pic du Longet : Versant NE par la Petite Cime,Thabor,45.0047,6.6114,985,N,S3,https://www.camptocamp.org/routes/727269
