name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
"Col de l'Oulettaz, pointe des Delevrets",Bornes - Aravis,45.9605,6.5019,800,N,3.1,https://skitour.fr/topos/8242
"Col des Autannes, versant Ouest par le lac de Charamillon",Mont Blanc,46.0037,6.9467,1330,W,3.2,https://skitour.fr/topos/8240
"Mont Faroma, Diagonale delle spezie",Valais E - Alpes Pennines E,45.7898,7.47895,1400,NE,5.1,https://skitour.fr/topos/8239
"Sommet Sud de Sarenne, Couloir NE",Grandes Rousses - Arves,45.099,6.16488,1650,NE,5.1,https://skitour.fr/topos/8230
"Roc Merlet, Face SE",Vanoise,45.4084,6.66024,1000,SE,3.3,https://skitour.fr/topos/8228
"Roc Merlet, Face NW",Vanoise,45.4084,6.66024,1000,NW,3.1,https://skitour.fr/topos/8227
"El Pico de Maule, Versant Nord",Andes centrales,-35.9713,-70.567,700,N,1.3,https://skitour.fr/topos/8220
"Suyuparina, Glacier SW",Cordillère Vilcanota (Pérou),-13.7907,-70.902,350,SW,2.2,https://skitour.fr/topos/8219
"Chachacomani, Glacier W",,-16.0713,-68.455,1700,SW,2.3,https://skitour.fr/topos/8212
"Ailefroide Orientale, Fourastier revisitée",Ecrins,44.9165,6.41724,2050,NE,5.4,https://skitour.fr/topos/8211
"Grand Combin, Face Sud-Ouest, epaule Isler",Valais W - Alpes Pennines W,45.9486,7.20978,2500,SW,5.2,https://skitour.fr/topos/8209
"La Bessanèse, Couloir Sud",Alpes Grées S,45.329,7.011,1900,S,4.2,https://skitour.fr/topos/8208
"Chaukhi, Grand Couloir",Caucase,42.5797,44.7447,1600,N,5.2,https://skitour.fr/topos/8207
"Kazbek, Face Sud-est",Caucase,42.6625,44.6168,2900,SE,5.3,https://skitour.fr/topos/8206
"Petite Aiguille des Glaciers, Face Sud",Mont Blanc,45.7427,6.78015,1600,S,3.2,https://skitour.fr/topos/8205
"Le Grand Bec, Couloir Saint Servais",Vanoise,45.4264,6.7042,1100,NW,5.2,https://skitour.fr/topos/8202
"Ailefroide Occidentale, directe Sud Est",Ecrins,44.8822,6.4431,2432,SE,5.2,https://skitour.fr/topos/8192
"Croix de Chamrousse, Couloir du Grand Croissant",Belledonne,45.1259,5.87897,600,W,3.3,https://skitour.fr/topos/8190
"Pointe de Charbonnel (Tête N), Voie du Sérac",Alpes Grées S,45.315,6.9951,1934,NW,5.2,https://skitour.fr/topos/8187
"Mont Rachais, ""Rosa Canina"" antécime 2448",Bornes - Aravis,45.9231,6.4836,1000,NE,5.4,https://skitour.fr/topos/8185
"Tête du Ruitor, Boucle col de la Sassière Forclaz du bré",Alpes Grées N,45.6194,6.91776,2500,T,2.3,https://skitour.fr/topos/8183
"Aiguille du Rateau, Face Nord-Est",Vanoise,45.4186,6.65306,350,NE,5.2,https://skitour.fr/topos/8182
"Clot du Pavé, pointe 3146, Couloir sud",Ecrins,45.0206,6.36941,1500,S,4.3,https://skitour.fr/topos/8180
"Tête Noire, Couloir Est",Cerces - Thabor - Mont Cenis,45.0194,6.60699,1322,E,4.3,https://skitour.fr/topos/8177
"Piz d'Agnel, Par le val d'Agnel et la Fuorcla d'Agnel",Oberhalbsteiner Alpen,46.472,9.727,1000,T,2.2,https://skitour.fr/topos/8175
"Grand Pic de Belledonne, L'arête Nord-Est Intégrale",Belledonne,45.2032,6.04034,1700,NE,5.4,https://skitour.fr/topos/8166
"Mont Rachais, Les balcons du dahu",Bornes - Aravis,45.9231,6.4836,900,W,5.1,https://skitour.fr/topos/8165
"Pointe de l'Eyssina, LA VIRGULE",Ubaye - Parpaillon - Alpes Cozie S,44.5707,6.68447,400,NE,4.3,https://skitour.fr/topos/8163
"Mitsuminesan, normale",Parc national du Daisetsusan - Japon,43.4137,142.643,1866,N,2.1,https://skitour.fr/topos/8162
"Fulfirst, face et arête E",Préalpes apenzelloises,47.147,9.43129,1000,E,2.3,https://skitour.fr/topos/8160
"Mont Kaçkar, Couloir Sud/Sud-Est",Anatolie (Turquie / Géorgie),0,0,1800,SE,5.2,https://skitour.fr/topos/8157
"Schesaplana, Tour du Rätikon",Rätikon,46.9733,9.82856,6000,T,4.1,https://skitour.fr/topos/8156
"Chrüz, Versant SE",Rätikon,46.9698,9.81343,900,SE,3.1,https://skitour.fr/topos/8155
"Rouget, Brêche du Rouget Face Est",Ecrins,44.9326,6.29254,1581,E,5.1,https://skitour.fr/topos/8152
"Côte Belle, Le Z de côte Belle",Taillefer - Matheysine,45.0174,5.97073,1500,E,5.1,https://skitour.fr/topos/8151
"Sichli, face E",Préalpes apenzelloises,47.147,9.43129,1040,E,2.1,https://skitour.fr/topos/8148
"Aiguille du Plat de la Selle, Couloir de la Draye du Rouget",Ecrins,44.9631,6.17812,1500,N,5.3,https://skitour.fr/topos/8147
"Aiguille de la Pennaz, Brèche de l'éperon Nord",Beaufortain,45.7921,6.7157,1030,N,5.2,https://skitour.fr/topos/8144
"Le Garabrut, Face N",Ecrins,44.6814,6.33668,1467,N,5.1,https://skitour.fr/topos/8131
"Brèche de l'Homme Etroit, Couloir N",Ecrins,44.8102,6.1954,1787,N,5.1,https://skitour.fr/topos/8126
"Tête de la Cavale, Couronne de Tréminis",Devoluy,44.7418,5.78101,2150,T,4.2,https://skitour.fr/topos/8125
"Thaneller, Depuis Heiterwang",Vorarlberg Allgau,47.4495,10.73,1300,N,3.1,https://skitour.fr/topos/8115
"Col du Glacier d’Arsine, Couloir Nord",Ecrins,45.0206,6.36941,1600,N,5.3,https://skitour.fr/topos/8114
"Pizzo d'intermesoli, Sud",Abruzzes,42.4258,13.5267,2000,S,3.3,https://skitour.fr/topos/8112
"Faulhorn, depuis Grindelwald",Alpes Bernoises E,46.6218,8.02399,1740,S,2.1,https://skitour.fr/topos/8110
"Maja E Konjushkes, depuis Prevallë",Sharr,42.1722,20.9632,1070,NE,2.1,https://skitour.fr/topos/8107
"Jenoiment, Couloir SE",Alborz (Iran),36.1227,51.366,1550,SE,4.2,https://skitour.fr/topos/8105
"Tunc Dagi, couloir central nord",Anatolie (Turquie / Géorgie),36.8398,30.3404,1200,N,4.2,https://skitour.fr/topos/8101
"Crête de Chamousset, Couloir Est",Ecrins,44.7939,6.025,1020,SE,4.1,https://skitour.fr/topos/8100
"Pointe du Ratti, Face Sud",Chablais - Faucigny,46.162,6.6187,750,S,1.3,https://skitour.fr/topos/1028
"Croix du Carrelet, normale",Ecrins,45.0177,6.04073,482,E,2.1,https://skitour.fr/topos/1027
"Mont Mirantin, face Est",Beaufortain,45.6745,6.5436,1250,E,3.3,https://skitour.fr/topos/1026
"Costabella del Piz, par le vallon de Ciaval",Mercantour - Alpes Maritimes Italiennes,44.3434,7.0326,1511,N,2.2,https://skitour.fr/topos/1025
"Traversée de Belledonne, Intégrale depuis Chamrousse",Belledonne,45.1259,5.87897,5600,T,3.3,https://skitour.fr/topos/1024
"Le Grammont, Face Sud",Chablais - Faucigny,46.3378,6.85079,1170,S,2.3,https://skitour.fr/topos/1022
"La Rosière, Boucle Fourane &gt; Rif Bruyant",Taillefer - Matheysine,44.9617,5.8749,1720,T,3.3,https://skitour.fr/topos/1021
"Coiro, Versant N",Taillefer - Matheysine,44.9617,5.8749,1620,N,3.3,https://skitour.fr/topos/1020
"Cornettes de Bise, Tour et Sommet, par la combe de la Puya",Chablais - Faucigny,46.3035,6.7893,1800,T,3.3,https://skitour.fr/topos/1018
"Le Tabor, Circuit de la Mer",Taillefer - Matheysine,44.9728,5.8252,1400,T,4.2,https://skitour.fr/topos/1016
"Mont de Grange, Face E en boucle",Chablais - Faucigny,46.2503,6.8102,1262,E,4.2,https://skitour.fr/topos/1012
"Mont Charvin, Face Sud-Ouest",Bornes - Aravis,45.8028,6.385,1100,SW,4.2,https://skitour.fr/topos/1011
"Pic de Boussolenc, Versant NW",Ubaye - Parpaillon - Alpes Cozie S,44.4847,6.55066,1200,T,3.3,https://skitour.fr/topos/1010
"La Miaz, Grand tour horaire",Bornes - Aravis,45.9374,6.602,1600,SE,3.1,https://skitour.fr/topos/1007
"Pointe de Combe Bronsin, Combe Sud Est",Lauzière - Cheval Noir,45.4991,6.4317,1180,SE,2.2,https://skitour.fr/topos/1005
"Col Guillaume, versant nord",Taillefer - Matheysine,44.9617,5.8749,1600,NW,3.3,https://skitour.fr/topos/1004
"Pointe Blanche, Face Sud",Bornes - Aravis,45.9774,6.4691,1038,S,4.2,https://skitour.fr/topos/1003
"Le Reculet, versant Est",Jura,46.2478,5.95791,860,SE,2.1,https://skitour.fr/topos/1001
"Tête de la Grisonnière, Combe Ouest",Taillefer - Matheysine,44.9344,5.8602,1570,W,3.1,https://skitour.fr/topos/999
"Pic Sud du Vay, Face Nord en boucle",Belledonne,45.3358,6.11992,1340,N,5.1,https://skitour.fr/topos/997
"Le Galeteau, en boucle",Belledonne,45.187,5.8994,1710,T,3.3,https://skitour.fr/topos/996
"Aiguille d'Ancelle, Face Nord",Ecrins,44.6227,6.2279,970,N,5.1,https://skitour.fr/topos/995
"Pointe de la Lavoire, Traversée Sud &gt; Nord",Belledonne,45.3162,6.25053,1470,T,4.2,https://skitour.fr/topos/994
"Pic de la Pierre, Versant Est",Belledonne,45.2032,6.04034,1400,E,3.1,https://skitour.fr/topos/993
"Pointe Dzérat, Face Est",Bornes - Aravis,46.0023,6.5043,935,E,4.3,https://skitour.fr/topos/991
"Rochers de Vallorin, Couloir du Natey en boucle",Belledonne,45.3162,6.25053,1550,NE,4.2,https://skitour.fr/topos/990
"Rocher des Pâtres, Face Nord en boucle",Belledonne,45.3162,6.25053,1690,N,4.3,https://skitour.fr/topos/987
"Charmant Som, boucle de Chamechine",Chartreuse,45.3441,5.7986,1400,T,4.3,https://skitour.fr/topos/985
"Sommet de Grisonnière, versant NW",Préalpes de Digne,44.276,6.34806,790,NW,2.3,https://skitour.fr/topos/982
"L'Etale, pointe Sud, couloir de la Coufa",Bornes - Aravis,45.8649,6.4886,1245,E,4.3,https://skitour.fr/topos/980
"Grand Charnier d'Allevard, Couloir NW en boucle",Belledonne,45.3936,6.1279,1200,W,5.1,https://skitour.fr/topos/979
"Lombarduccio, Boucle Chiostru-Goria",Corse,42.2294,9.0308,890,T,3.2,https://skitour.fr/topos/977
"Pointe de Balafrasse, Face Ouest",Bornes - Aravis,46.0237,6.479,1050,W,4.2,https://skitour.fr/topos/976
"Pointe des Arangles, Couloir oriental SSW",Lauzière - Cheval Noir,45.4991,6.4317,1200,SW,4.2,https://skitour.fr/topos/975
"Pointe de Chaurionde, Face Nord-Ouest",Bauges,45.7137,6.2753,1030,NW,3.1,https://skitour.fr/topos/974
"Col du  Belvedère, par la Flégère",Haut Giffre - Aiguilles Rouges,45.9693,6.875,650,E,2.2,https://skitour.fr/topos/972
"Roche Perfia, Couloir du Chien",Bornes - Aravis,45.8794,6.5246,1250,E,5.1,https://skitour.fr/topos/970
"Aiguilles Crochues, Normale par le lac Blanc",Haut Giffre - Aiguilles Rouges,45.9693,6.875,830,E,1.3,https://skitour.fr/topos/969
"Mont Charvet, face S",Bornes - Aravis,45.9428,6.5003,1350,T,3.3,https://skitour.fr/topos/966
"Col de la Vallette, versant Est",Belledonne,45.3718,6.25654,1620,E,3.2,https://skitour.fr/topos/961
"La Berte, Par le chalet des Mines d'Or",Chablais - Faucigny,46.1494,6.7543,806,W,1.3,https://skitour.fr/topos/959
"Pointe d'Emy, Versant Est",Grandes Rousses - Arves,45.2058,6.4194,1180,E,2.3,https://skitour.fr/topos/957
"Punta Artica, Voie normale et face SW par Colga",Corse,42.2846,8.92092,1270,T,2.2,https://skitour.fr/topos/956
"Pointe de la Québlette, Par le Sapey",Bornes - Aravis,45.9159,6.3229,935,S,2.3,https://skitour.fr/topos/955
"Col du Fret, en traversée depuis le Château",Chartreuse,45.4093,5.8308,830,E,4.1,https://skitour.fr/topos/954
"Capu Biancu, Monte Biancu",Corse,42.3551,9.04022,1800,S,3.1,https://skitour.fr/topos/952
"Rochers de la Barme, en Boucle",Belledonne,45.3718,6.25654,1450,N,4.2,https://skitour.fr/topos/949
"Roc des Tours, de Chinaillon",Bornes - Aravis,45.9763,6.4559,600,E,1.2,https://skitour.fr/topos/948
"Puy de Dôme, Couloirs sud ouest et ouest",Massif Central,45.7639,2.95593,400,SW,3.2,https://skitour.fr/topos/946
"Pointe de la Grande Journée, versant Sud",Beaufortain,45.6297,6.4799,1120,S,2.3,https://skitour.fr/topos/945
"Le Moucherotte, Face Est en boucle par Château-Bouvier",Vercors,45.164,5.6264,850,E,4.3,https://skitour.fr/topos/944
"Rocher de la Sagne du Porc, Par le cirque de Chamalière",Massif Central,45.0629,2.80398,400,SE,2.1,https://skitour.fr/topos/941
"La Roche Pourrie, combe Nord Est",Beaufortain,45.7072,6.463,1080,N,2.2,https://skitour.fr/topos/940
"Grandes Buffes, Par le col de Cluy",Grandes Rousses - Arves,45.0534,6.0934,650,W,2.2,https://skitour.fr/topos/936
"Peyre Nière, par le Vallon de l'Ourtet",Queyras - Alpes Cozie N,44.7274,6.87546,870,W,2.1,https://skitour.fr/topos/932
"Col des Portes, par la Casse des Clausins (versant Sud)",Queyras - Alpes Cozie N,44.776,6.76762,1090,S,3.1,https://skitour.fr/topos/928
"Crête de Reychard, Arête Est",Ecrins,44.8277,6.4844,950,E,2.3,https://skitour.fr/topos/927
"Crête de la Seyte, Versant NE",Ecrins,44.787,6.5342,1370,NE,2.3,https://skitour.fr/topos/926
"Pointe de la Carmélite, Combe NW",Bornes - Aravis,46.0018,6.5408,1450,NW,2.3,https://skitour.fr/topos/915
"Tête de l'Adroit, couloir NE",Bornes - Aravis,45.9578,6.61,780,NE,4.1,https://skitour.fr/topos/914
"Jas des Lievres, Traversée Est &gt; Nord",Belledonne,45.2327,5.98874,1070,T,4.1,https://skitour.fr/topos/911
"Bel Oiseau, Couloir NE en boucle",Haut Giffre - Aiguilles Rouges,46.0822,6.974,1350,NE,4.1,https://skitour.fr/topos/910
"Roc de Poyez, Couloir Est",Bauges,45.6602,6.152,1160,NE,4.1,https://skitour.fr/topos/908
"Rocheboc, Traversée Ouest &gt;&gt; Nord-est",Beaufortain,45.5924,6.6708,960,NE,4.1,https://skitour.fr/topos/907
"Mont Perdu, Tour du cirque de Gavarnie",Mont-Perdu - Gavarnie - Bigorre,42.7308,-0.00886,3850,T,3.2,https://skitour.fr/topos/906
"Punta Migliarello, Versant E, voie normale",Corse,42.1118,9.11212,1125,E,2.3,https://skitour.fr/topos/904
"Pointe de la Scia, Couloir Nord",Belledonne,45.2327,5.98874,1400,NW,4.2,https://skitour.fr/topos/903
"Pic des Hauts Moulins, par le Vallon des Muandes",Ecrins,44.804,6.1098,1560,NE,4.1,https://skitour.fr/topos/900
"Le Monthieu (antécime ouest), Face Sud-Ouest",Mont Blanc,45.8231,6.7351,1039,SW,3.3,https://skitour.fr/topos/899
"Capu Falu, Versant SW",Corse,42.3309,8.93154,1480,SW,2.2,https://skitour.fr/topos/898
"Bec d'Arguille, Versant Est (Epaule)",Belledonne,45.2831,6.21008,1600,E,3.1,https://skitour.fr/topos/896
"Pic Saint Michel, Versant Est",Vercors,45.089,5.6432,800,E,2.3,https://skitour.fr/topos/895
"Roche Noire, par les pistes depuis le Pleynet",Belledonne,45.2703,6.05497,700,E,2.1,https://skitour.fr/topos/894
"Rocher du Baconnet, Par Uclaire",Vercors,44.9007,5.5706,620,W,1.2,https://skitour.fr/topos/892
"Le Grand Bargy, Par Servagin",Bornes - Aravis,46.0023,6.5043,980,S,4.1,https://skitour.fr/topos/889
"Pointe du Gargoton, Couloir NW",Belledonne,45.4308,6.18167,1443,NW,4.2,https://skitour.fr/topos/888
Traversée des AR : Arclusaz &gt; Arlicots &gt; Arces &gt; Armenaz,Bauges,45.6171,6.1517,2700,T,4.3,https://skitour.fr/topos/887
"Capu à u Verdatu, Face SW",Corse,42.3484,9.00971,1550,SW,3.1,https://skitour.fr/topos/886
"La Tournette, Versant NE",Bornes - Aravis,45.8467,6.3151,1400,NE,2.3,https://skitour.fr/topos/884
"Montagne de Sulens, Couloir Nord",Bornes - Aravis,45.8468,6.3623,730,N,3.1,https://skitour.fr/topos/883
"Le Môle, Voie Normale",Chablais - Faucigny,46.0992,6.4383,700,S,2.1,https://skitour.fr/topos/882
"Tête des Muets, Couloir des Cornes d'Ombrances",Bornes - Aravis,46.0296,6.5727,850,NW,4.1,https://skitour.fr/topos/881
"Mont Colombier, Grande traversée W &gt; E",Bauges,45.6375,6.0901,1800,T,4.1,https://skitour.fr/topos/879
"Pointe de Mandallaz, Couloir NW en boucle",Bornes - Aravis,45.8373,6.4159,1180,T,4.2,https://skitour.fr/topos/878
"Pointe de la Balme, versant E",Lauzière - Cheval Noir,45.4712,6.4127,1320,E,4.1,https://skitour.fr/topos/877
"Dent du Pra, Versant sud",Belledonne,45.2032,6.04034,1350,SE,3.2,https://skitour.fr/topos/875
"Charmant Som, Voie du Collet",Chartreuse,45.3202,5.781,790,E,4.1,https://skitour.fr/topos/872
"Col du Merlet, Versant E",Belledonne,45.3162,6.25053,1250,E,2.1,https://skitour.fr/topos/870
"Col de l'Arclusaz, Normale",Bauges,45.6385,6.19243,900,N,1.2,https://skitour.fr/topos/869
"Petite Sambuy, depuis la station",Bauges,45.7137,6.2753,980,NE,1.3,https://skitour.fr/topos/868
"Punta Lattiniccia, Versant N, combe de la Soliariccia",Corse,42.2558,9.1693,1685,N,2.1,https://skitour.fr/topos/867
"Punta Felicina, Versant N, par Riviseccu",Corse,42.2639,9.08965,1677,N,2.3,https://skitour.fr/topos/866
"La Combe aux Chevaux, Pointe N, versant E",Bauges,45.6385,6.19243,1016,E,2.2,https://skitour.fr/topos/865
"Le Quermoz, versant sud",Beaufortain,45.5367,6.5796,1093,S,2.1,https://skitour.fr/topos/864
"Montagne d'Outray, sommet S, Petit Couloir SW",Beaufortain,45.741,6.5845,1250,SW,4.1,https://skitour.fr/topos/862
"Sommet Colomb, Tour Brèche de Roche Fendue &gt; Col de la Pierre",Belledonne,45.2032,6.04034,1550,T,3.1,https://skitour.fr/topos/861
"Pic de Gleize, du col Bayard",Devoluy,44.6141,6.0812,910,E,2.1,https://skitour.fr/topos/859
"Puy de Dôme, Chemin des muletiers",Massif Central,45.7639,2.95593,372,S,1.3,https://skitour.fr/topos/858
"L'Etale, Grand M de Blonniere",Bornes - Aravis,45.8723,6.4645,1975,N,4.2,https://skitour.fr/topos/856
"A Maniccia, Boucle Rinosu-Cavacciole",Corse,42.2294,9.0308,1126,N,3.2,https://skitour.fr/topos/855
"Pointe des Marmottes Noires, Combe Sud-Est",Lauzière - Cheval Noir,45.4991,6.4317,1200,SE,2.1,https://skitour.fr/topos/854
"Trou de la Mouche, Tour du Passage du Père",Bornes - Aravis,45.9231,6.4836,1500,T,4.1,https://skitour.fr/topos/853
"Pointe de Merdassier, face NW",Bornes - Aravis,45.8696,6.4178,865,NW,3.2,https://skitour.fr/topos/852
"Col S de la Grande Balmaz, couloir SE",Bornes - Aravis,45.8649,6.4886,1100,SE,4.2,https://skitour.fr/topos/851
"Pointe du Sciallet, du Rivier d'Allemont",Belledonne,45.2032,6.04034,1050,SE,2.3,https://skitour.fr/topos/850
"L'Etale, Combe de Foiroux",Bornes - Aravis,45.8518,6.4118,1293,W,3.3,https://skitour.fr/topos/848
"Pointe de la Bajulaz, Face W",Bornes - Aravis,45.8034,6.2649,1200,W,3.2,https://skitour.fr/topos/847
"Montagne de Cotagne, sommet N, Couloir Est de Belchamp",Bornes - Aravis,45.8467,6.3151,920,NE,5.1,https://skitour.fr/topos/844
"Puy Ferrand, Couloir de l'Aiguillette",Massif Central,45.5406,2.86159,717,NE,3.3,https://skitour.fr/topos/843
"Crêtes des Plagnes, Par les pistes",Belledonne,45.3936,6.1279,500,NW,1.2,https://skitour.fr/topos/841
"Chaux du Mont, NW depuis Luan",Alpes Vaudoises,46.3581,6.97753,1000,NW,3.2,https://skitour.fr/topos/840
"Puy de Sancy, couloir en S",Massif Central,45.542,2.81659,1450,SW,3.3,https://skitour.fr/topos/839
"La Grande Muraille, Rampe W",Lauzière - Cheval Noir,45.5322,6.3591,1450,NW,3.1,https://skitour.fr/topos/838
"Puy des Crebasses, Voie de l'Arche",Massif Central,45.5406,2.86159,625,SE,3.2,https://skitour.fr/topos/837
"Puy Ferrand, Directe",Massif Central,45.5406,2.86159,717,NE,4.2,https://skitour.fr/topos/835
"Golette de l'Oule, versant nord",Haut Giffre - Aiguilles Rouges,46.1125,6.7503,1460,T,3.1,https://skitour.fr/topos/833
"Monte Pianard, versant Est",Mercantour - Alpes Maritimes Italiennes,44.1986,7.49898,950,SE,2.1,https://skitour.fr/topos/829
"Pointe du Riondet, combe nord est",Beaufortain,45.6756,6.5784,1115,NE,2.2,https://skitour.fr/topos/828
"Mont Aunos, par le col de l'Anelle",Mercantour - Alpes Maritimes Italiennes,44.2834,6.86678,1063,N,2.2,https://skitour.fr/topos/827
"Rocher Sarvatan, Normale",Lauzière - Cheval Noir,45.423,6.3596,850,SE,2.3,https://skitour.fr/topos/826
"Cime de Lancheton, versant sud",Lauzière - Cheval Noir,45.2831,6.4064,969,S,2.1,https://skitour.fr/topos/824
"Sur Cou, Depuis Orange",Bornes - Aravis,46.0221,6.3232,640,S,1.3,https://skitour.fr/topos/822
"Pointe des Arces, Versant N",Bauges,45.6385,6.19243,1200,N,3.1,https://skitour.fr/topos/820
"Roc des Boeufs, Normale",Bauges,45.7365,6.1601,765,W,2.2,https://skitour.fr/topos/819
"Pointe de la Croix (Croix de l'Ecuelle), Versant Sud-Est",Chablais - Faucigny,46.253,6.6739,700,SE,2.1,https://skitour.fr/topos/818
"Tête Sud des Bresses, Traversée par les Lacs de Fremamorta",Mercantour - Alpes Maritimes Italiennes,44.12,7.27398,1489,T,2.3,https://skitour.fr/topos/817
"Dôme de Pouilly, versant W",Bornes - Aravis,45.8028,6.385,810,W,3.1,https://skitour.fr/topos/815
"Col du Sabot, versant SW",Grandes Rousses - Arves,45.1683,6.0948,700,SW,1.2,https://skitour.fr/topos/812
"Monte Rotondo, Versant N, par les bergeries de Timozzu",Corse,42.2546,9.06991,1622,N,3.1,https://skitour.fr/topos/809
"Petite Chaurionde, Combe NO",Bauges,45.7137,6.2753,975,NW,2.3,https://skitour.fr/topos/808
"Rochers des Enclaves, par le lac de la Girotte",Beaufortain,45.7731,6.6382,1250,NW,2.1,https://skitour.fr/topos/807
"Pointe des Queyrettes, Couloir NE",Ecrins,44.8277,6.4844,1730,NE,4.1,https://skitour.fr/topos/805
"Tête des Lindars, Par les pistes",Haut Giffre - Aiguilles Rouges,46.0048,6.6903,983,N,1.3,https://skitour.fr/topos/804
"Le Pérollier, par les pistes",Taillefer - Matheysine,45.0233,5.8631,1200,NW,2.2,https://skitour.fr/topos/802
"Puy Ferrand, Couloir du Moine",Massif Central,45.5406,2.86159,750,E,3.3,https://skitour.fr/topos/799
"Grande Autane, Couloir E - depuis Archinard",Ecrins,44.6628,6.3179,1200,E,4.1,https://skitour.fr/topos/796
"Pic de l'Étendard, Glacier de Saint Sorlin",Grandes Rousses - Arves,45.2276,6.2029,1650,NE,2.3,https://skitour.fr/topos/795
"Rocca Rossa, versant NW",Queyras - Alpes Cozie N,44.7189,6.90379,1200,NW,2.3,https://skitour.fr/topos/793
"L'Asti, Face NW",Queyras - Alpes Cozie N,44.7189,6.90379,1860,NW,4.2,https://skitour.fr/topos/792
"Pic de Caramantran, Par le col de Chamoussière",Queyras - Alpes Cozie N,44.7189,6.90379,1000,N,2.3,https://skitour.fr/topos/791
"L'Enclause, versant N",Ubaye - Parpaillon - Alpes Cozie S,44.4172,6.90582,740,N,2.2,https://skitour.fr/topos/788
"Dufourspitze, Voie normale de Monte Rosa Hütte",Valais E - Alpes Pennines E,45.9842,7.7657,2080,W,3.1,https://skitour.fr/topos/739
"Montagne des Agneaux (Calotte), versant Nord",Ecrins,45.0206,6.36941,1900,N,5.1,https://skitour.fr/topos/733
"Cime du Sambuis, Versant Sud",Belledonne,45.2397,6.17532,810,S,2.3,https://skitour.fr/topos/730
"Col du Grand Méan, Traversée Carro-Evettes classique",Alpes Grées S,45.3738,7.0528,2100,T,3.1,https://skitour.fr/topos/728
"Le Génépi, Couloir NE",Mont Blanc,46.0496,7.08605,1634,NE,4.2,https://skitour.fr/topos/727
"Grand Crozet, Face Nord",Belledonne,45.4137,6.1461,1900,N,5.1,https://skitour.fr/topos/726
"Tête des Fétoules, Versant Ouest",Ecrins,44.9354,6.19994,2180,NW,3.3,https://skitour.fr/topos/724
Col E de l'Etret : Couloir NE par le vallon des Etages,Ecrins,44.9372,6.25524,1670,NE,5.2,https://skitour.fr/topos/721
"Aiguille d'Argentière, Couloir Barbey",Mont Blanc,45.9784,6.9266,2100,NE,5.2,https://skitour.fr/topos/720
"Bishorn, voie normale",Valais E - Alpes Pennines E,46.127,7.62979,2560,NW,2.3,https://skitour.fr/topos/718
"Brèche Puiseux, Traversée W-&gt;E",Mont Blanc,45.8791,6.887,1060,NE,3.2,https://skitour.fr/topos/716
"La Tuile, versant NO",Lauzière - Cheval Noir,45.6067,6.3644,1000,NW,3.1,https://skitour.fr/topos/712
"Brêche Victor Chaud, Couloir Pelas Verney, en boucle",Ecrins,44.8822,6.4431,1620,N,5.3,https://skitour.fr/topos/711
"Pic Central du Vaccivier, Couloir Occidental",Ecrins,44.9326,6.29254,1650,N,5.2,https://skitour.fr/topos/710
"Tête du Crachet, Par le vallon du Crachet",Ubaye - Parpaillon - Alpes Cozie S,44.5317,6.70144,900,NE,2.1,https://skitour.fr/topos/709
"Col de Coste Rouge, par le glacier Noir",Ecrins,44.9165,6.41724,1350,E,4.2,https://skitour.fr/topos/706
"La Rouya, Couloir Nord en boucle",Ecrins,44.8651,6.4862,1490,N,4.3,https://skitour.fr/topos/705
"Pic Ouest de Côte Belle, versant N depuis le Laus",Queyras - Alpes Cozie N,44.8552,6.72729,1110,N,3.2,https://skitour.fr/topos/704
"L'Eypiol, versant Nord-Ouest",Queyras - Alpes Cozie N,44.8218,6.94309,800,NW,1.3,https://skitour.fr/topos/702
"Grande Ruine, Voie normale",Ecrins,45.0206,6.36941,2200,SE,3.2,https://skitour.fr/topos/701
"Rocher Blanc, Face Nord-Ouest",Belledonne,45.2825,6.07454,1830,NW,4.2,https://skitour.fr/topos/700
"Grand Charnier d'Allevard, Face Nord",Belledonne,45.3936,6.1279,1760,N,5.2,https://skitour.fr/topos/699
"Brèche Cordier, couloir E",Ecrins,45.0206,6.36941,1800,E,5.3,https://skitour.fr/topos/698
"Mamelon Vert, Face sud-est",Bornes - Aravis,45.8034,6.2649,940,SE,4.1,https://skitour.fr/topos/697
"Grandes Aiguilles, Sud-est",Alpes Grées N,45.6544,6.7863,1810,SE,2.1,https://skitour.fr/topos/693
"Pic de Barlet, Couloir en S",Belledonne,45.2327,5.98874,1050,N,5.1,https://skitour.fr/topos/692
"Chamechaude, Pied des falaises Est",Chartreuse,45.2672,5.782,750,E,2.2,https://skitour.fr/topos/690
"Gerbier, Couloir Est",Vercors,45.0189,5.613,800,E,5.1,https://skitour.fr/topos/689
"Pic du Loup, versant Sud",Belledonne,45.187,5.8994,1580,S,3.2,https://skitour.fr/topos/688
"Col de la Bessanèse, Versant ouest",Alpes Grées S,45.329,7.011,1501,W,2.1,https://skitour.fr/topos/685
"Pic des 3 Evêchés, Couloir Nord-Ouest",Grandes Rousses - Arves,45.0583,6.3162,1300,NW,5.1,https://skitour.fr/topos/684
"Pic Couttet, Couloir N en boucle",Belledonne,45.2044,5.94607,2150,T,5.1,https://skitour.fr/topos/683
"Pointe de la Sambuy, Normale",Bauges,45.7137,6.2753,1075,NW,4.1,https://skitour.fr/topos/681
